Review_Text,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
pesannya cappucino datengnya ungu tua aduuhhhh jauh bngat baru pertama kali belanja udah mengecewakan,unknown,1,Tokopedia,Negative,Lainnya,Yes,Fashion,No
bahannya kurang bagus biasa aja,unknown,1,Tokopedia,Negative,Bentuk,No,Fashion,No
ada wrna yg salah jdi kecewa deh,unknown,1,Tokopedia,Negative,Lainnya,Yes,Fashion,Yes
saya pesan warna mustard tapi tidak sesuai,unknown,1,Tokopedia,Negative,Bentuk,Yes,Fashion,No
gk ada plat besinya cm ada label merk bahan,unknown,2,Tokopedia,Negative,Bentuk,No,Fashion,No
pengiriman lama udh gt gaktau deh bener atau gak admin nya wa aku blgnya warna jilbab yg ku pesan hbs trs ak udh pilih warna lain tp ujungnya yg dtg ttp aja warna yg kupilih awal knp bgtu ya kalo ada stocknya knp hrs berbelit smakin lama pengirimannya statusnya gagal trs lama bgt biasanya dari bandung gak selama ini ini krn adminnya japri di wa berbelit belit barang diskon ya gak gini juga lah hrs sama pelayanan nya jgn bikin kecewa,unknown,1,Tokopedia,Negative,Bentuk,Yes,Fashion,Yes
kecewa berat sama pedagang warna yg dibeli kosong dikirim tanpa konfirmasi pdhl sy sudh minta d cancel sudh dikirim baru bilang warna habis pdhl harga lumayan mahal dikirim warna senada 4pcs emang sy mau buat seragaman,unknown,1,Tokopedia,Negative,Bentuk,Yes,Fashion,Yes
produk tidak sesuai gambar harusnya gambar depan diganti karena jilbab ini tanpa plat dan hrusnya di deskripsi dituliskan kalau gambar didepan berbeda dgn produk supaya pembeli jg paham kalau produk yg dikirim dgn gambar depan berbeda harga lumayan mahal klo tanpa plat besinya bijaklah dlm berdagang apalagi utk merk yg sudah mulai besar dan dikenal masyarakat luas,unknown,1,Tokopedia,Negative,Bentuk,Yes,Fashion,No
warna yang datang beda sama asli diganti seh tp pas dateng bahannya tipissss banget nyesel deh,unknown,2,Tokopedia,Negative,Bentuk,No,Fashion,No
quality control ny tdk teliti yg kuning ada lubang ny sedikit,unknown,3,Tokopedia,Neutral,Lainnya,No,Fashion,No
kecewa sih padahal beli mau buat dikasih orang tapi malah ga dapet boxnya sebelumnya pernah beli diario x nagita slavina juga tapi dapet box kirain beli pas sale di tokopedia akan dapat boxnya juga ternyata malah ga dapet,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
kata penjual biru muda ternyata biru tua tidak ada kemasan kotak hanya plastik biasa kain jilbab juga susah dibentuk sehingga tidak rapi tidak sesuai ekspektasi saya,unknown,1,Tokopedia,Negative,Bentuk,Yes,Fashion,No
salah kirim warna sy minta warna pink biru hitam yg dikirim merah hijau hitam lampu led tdk nyala,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
pembelian yg ini sy kecewa krn lampunya nggak nyala jg cetekan yg tdk buny,unknown,3,Tokopedia,Neutral,Lainnya,No,Fashion,No
warna tidak sesuai permintaan padahal sudah di beri note tetap saja dikirim warna random,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
penjual ga selektif asal kirim dapet barang yang kondisi case nya udh rusak,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
yg dikirim russakkkkk guys ampun dahh,unknown,1,Tokopedia,Negative,Lainnya,No,Fashion,No
produk yg dikirim tdk on alias mati produk rusak yg dikirim sbg konsumen sy dirugikan,unknown,1,Tokopedia,Negative,Lainnya,Yes,Fashion,No
jahitannya berantakan banget gak kenceng aku benyeng dikit udah pada copot jahitannya sedih,unknown,2,Tokopedia,Negative,Bentuk,No,Fashion,No
bawahannya ada bolong pengen retur tapi sayang ongkirnya buat kirim balik ke tokonya jauh di tasikmalaya tolong sebelum kirim di cek dulu kualitasnya biar ga gini,unknown,2,Tokopedia,Negative,Harga,Yes,Fashion,No
bahan tipis jahitan y kasar pokok y sy k cewa,unknown,2,Tokopedia,Negative,Bentuk,No,Fashion,No
kali ini kecewa kurang puas beli mukena dsini packing standar banyak noda kotor di bawahan mukena bagian atasan mukena bnyak benang keluar jd kurang rapih bahan seperti panas karna kasar bahan y warna pink y tidak soft seperti gambar maaf pink y seperti warna taplak meja hajatan selera sih klo sya ga suka beli saat flash sale ukr sih besar cukup untuk orang bb 70kg,unknown,2,Tokopedia,Negative,Bentuk,Yes,Fashion,No
barang sesuai ekpektasi terimakasih,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
jahitannya rapi ukuran sesuai nyaman dipakai modelnya keren,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
kaos kakinya sesuai dengan deskripsi,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
mantap nyaman dipake bahan premium semoga awet dan selalu diskon harganya,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
packing rapi barang sesuai deskripsi mantep lah,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
produk yg bagus walau datang nya telat banget tapi gak kecewa lah sama produk dengan harga yg sangat murah,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
kainnya gk tipis standar tebal batik biasa adem lembut variant yg dikirim penjual sesuai,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
puas banget murah tapi ga murahan gradasi warnanya elegan melebihi ekspektasi saya,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
pas untuk ukuran kaki juga bahan sesuai dengan harga dan cukup tebal,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
positive seller fast respon fast delivery rapih tidak cacat positive product diterima sesuai gambar serta deskripsi recommeded seller,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
baguss barangnya original semua lengkap dgn garansi diproses nya juga cepat thank you,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
harga worth it kualitas nya bagus nyaman digunakan tidak ada masalah dengan tali,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
awet banget ni strap nya enak juga tebel jadi ga takut putus,unknown,5,Tokopedia,Positive,Rasa,No,Fashion,No
produk anak bangsa yang super keren banget desainnya very nice and helpful seller terima kasiiih we love it so muuuuch,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
diterima dengan baik dalam bungkusan yang rapi sekarang jadi strap masker favorit,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
modelnya keren luarnya tebal tapi dalemannya cukup tipis entah akan lama atau tidak bertahannya,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
tingkatkan lagi kualitas barangnya masih banyak benang keluar namun cukup baik,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
sesuai deskripsi packingnya rapi thanks,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
besar sekali ukurannya jadi nggak kepake longgar pas saya pakai,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
overall semua oke seller respon dan pengiriman tapi utk talinya kurang kuat baru beberapa x pake sudah putus next agar dibagusin lg ya thx,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
bahan halus ketebalan seperti batik pada umumnya motif keren akan lebih baik lagi kalo respon chatnya lebih responsif,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
secara keseluruhan sudah bagus namun bagian dalam kadang suka copot copot,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
pengiriman agak kurang cepat tidak sesuai dengan estimasi di toko tapi barangnya ok sesuai specs dan tidak mengecewakan,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
barang sesuai gambar pengirimannya bisa lebih dipercepat akan lebih mantap,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
sweater nya lumayan hanya ada sedikit miskomunikasi tapi ya sudahlah terimakasih ya,unknown,4,Tokopedia,Positive,Lainnya,No,Fashion,No
bagus sesuai ekspetasi original pengiriman cepat cuma pada bagian tombol adjust agak masuk kedalam jadi agak susah ditekan kalau tombolnya bagus aku langsung kasih bintang hehehe,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
produk ok sesuai ekspektasi terima kasih,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
jahitannya rapi bahannya lembut,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
barang sampai dengan selamat dompet nya keren bingkisan premium seperti dompet mahal,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
modelnya keren jahitannya rapi potongannya rapi ukuran sesuai tidak kaku nyaman dipakai bahannya lembut,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
ukuran sesuai modelnya keren potongannya rapi nyaman dipakai jahitannya rapi,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
fast respon sesuai pesanan kualitas bagus semoga makin berkah,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
barang sampai dengan selamat cakep juga modelnya dan tidak pernah kecewa dengan produk eiger,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
nyaman dipakai bahannya kuat muat banyak barang potongannya rapi jahitannya rapi ukuran sesuai resletingnya lancar bahannya ringan modelnya keren,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
overall semua oke seller respon dan pengiriman tapi untuk talinya kurang kuat baru beberapa kali pake sudah putus next agar dibagusin lagi ya,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
alhamdulillah memuaskan walau sempet kehabisan stok tapi gamasalah diganti sama model lain juga bagus kualitasnya mantap pelayanan juga ramah mungkin respon nya aja perlu di tingkatkan lagi,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
sepatunya cukup bagus namun ketika sampai ternyata sepatunya agak mletot dan terlalu berat untuk ukuran sepatu lari tapi harganya sudah sesuai,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
bukan jam harga mahal yg didiskon tapi jam yang sesuai harga beli dan kualitasnya,unknown,3,Tokopedia,Neutral,Harga,No,Fashion,No
sudah terpasang dgn kaca sesuai ukuran yg dipesan rapi dan kaya kaca mata mahal mantab thanks too buat cairan lens cleaner nya,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
saya puas dengan kacamatanya lagi pikir kalau pakai kaca asli ok tidak harganya memang sedikit lebih mahal dibanding yg lain tapi so far kualitas bagus ringan pula enak dipakai,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
respon cepat barang sesuai pesanan moga awet,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
seller ramah pengiriman cepat gak nyangka ternyata paketnya bagus banget dan kacamatanya memang sangat berguna buat orang yang sering pakai hp,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
barang sesuai deskripsi bagus murah packing dan lainnya rapi recommended bgt deh,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
gak nyesel beli di sini sudah harga terjangkau kualitas bagus rekomendit banget deh pokok nya buat beli disini dan juga lengkap lagi happy belanja di sini,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
packing nya rapi bngt pengiriman cepat kurirnya jg ramah recommended,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
tebal berkualitas jaketnya stylish keren modelnya,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
ukuran fit dipakai nyaman dipakai jaketnya stylish packaging aman proses pesanan cepat keren modelnya,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
barang sesuai pesanan namun utk saya pilih xl agak kegedean mungkin lebih tepatnya l,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
produk sesuai deskripsi sdh diterima aman tks,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
terima kasih brang bagus harga murah cepet lagi cod lagi siip,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
bahan bagus sesuai pesanan packing rapi recommended seller,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
bagus bangettt bahan lumayan teball sukaa padahal murahh tapi kualitas lumayan lahhh tapiii sukaaaa,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
seller fast respon barang cepat sampai packing rapi barang sdh dicoba sesuai order nyaman dipake makasih nowway,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
sukaaaa makanya beli lagi total udh punya pcs suami bilang model dan bahan bagus nyaman dipakai warnanya oke2 respon penjual mengirimkan barang super cepat,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
jujur utk harga segini sudah melebihi ekspektasi saya nyaman dan jahitan rapi ga ada yg brodol2,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
jahitannya rapi ukuran sesuai bahan agak panas tp masih nyaman dipakai sesuailah dengan harganya trims ya seller,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
harga oke dan bahannya halus adem di pakai recommended bgt buat yg lagi cari piyama,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
bahan bagus kain bisa melebar dan elastis,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
peasanan cpt smp kemasanya rapi brangnya bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
bahannya adem halus ukuran besar gambar sesuai ngak sempat foto,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
respon cepat kemasan rapi harga murah barang istimewa,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
terima kasih paketnya sudah sampai barangnya bagus banget sesuai dengan foto dan muat pakai baju ini senang banget ramah orangnya juga,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
respon cepat paket nya juga rapi dan dikirim dengan baik terima kasih,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
masya allah saya kira bahan nya kaku ternya nya bahannya lembut dan nyaman di pake sama suami bisa2 langganan nih pelayanan nya juga memuaskan pokonya,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
bahan nya enak dan adem bakal langganan ini kak biar motif nya beda dr yg aq pesan no prob yg penting bahan enak buat tidur dan harga terjangkau,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
seller ramah dan fast response packaging rapih dan kualitas kaos ok bakal beli lagi,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
worth it lah sesuai harganya fast respon dari penjual fast shipping juga recomend thanks,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
mantap proses pengemasan dan pengirimannya cepat produknya juga nyaman bahannya,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
barang bagus motif nya jg cantik respond penjual cepat,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
respon cepat segera diproses pengiriman rapi cepat piyama sesuai nyaman digunakan adminnya ada inisiatif untuk mengirimkan warna piyama yang berbeda,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
cepat amat sampai paketnya bahan satin bagus dan halus ramah banget orangnya,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
repeat order seller komunikatif pengiriman cepat fast response,unknown,5,Tokopedia,Positive,Lainnya,No,Fashion,No
kainnya adem lembut tipis nyaman lah klo buat tidur terimakasih,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
piyama kualitas seller responsive prosesnya cepat pengiriman juga cepat sampainya di manado semoga next order bisa sebagus ini yah terima kasih,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
bahannya adem lembut cocok dipakai dalam ruangan ber ac dan bisa terhindar dari gigitan nyamuk jadi rencana mau order warna lain lagi,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
piyamanya bagus sudah beli ke x harga murah pengiriman cepat seller rekomendasi,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
mantab pengiriman cepat bahan tebal tapi tidak panas jahitan rapi harga murah,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
cepat respon baju tidur yg datang sesuai deskripsi ukuran dan gambar 3xl bahan kaos katun,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
kemasan rapi n baju sesuai pesanan serta pengiriman cepat makasih,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
entah sudah berapa kali saya belanja dari frayday tidak pernah dikecewakan sama sekali bahan adem dan tahan lama d,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
seller bertanggung jawab bahan celana adem recommended,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
oke banget barang lembut anti bakteri barang premium enak dipake deh saya udah beli sekali beli murah tapi gak murahan yakin,unknown,5,Tokopedia,Positive,Rasa,No,Fashion,No
kali ke pesen kaos kaki disini bahan bagus dan enak banget dipakai harga super terjangkau dan pengiriman cepat,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
sesuai pesanan bahan nyaman dipakai penjual fast respon packing juga rapiii,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
mantaps barang respon pengirimannya harganya juga murah,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
produk sesuai pengiriman cepat packing aman recommended seller,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
gokil harga murah kualitas oke punya,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
recommended seller produk sesuai dengan yang dijelaskan oleh seller pengiriman dan respon seller super duper cepat,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
nyaman dipakai halus juga kerenlah muat untuk kaki saya yang panjang,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
kaget pas dateng ternyata bahannya bagus kualitasnya bagus padahal harganya murah wk,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
bisa muat sampai ukuran kaki no suami saya suka ga tebel ga tipis nyaman lembut positive,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
mantap sesuai dengan yang saya pesan packing rapih pengemasan dan pengiriman cepat terima kasih seller,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
packing rapi barang aman kwalitas cukup baik pengiriman cukup cepat harga sesuai barang ori thank u seller toped dan jasa pengiriman positive job,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
barang sesuai kualitasnya pelayanan toko bagus dan responsif,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
kualitas kaos kakinya bagus dan tebal,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
respon cepat barang sesuai pesanan bahannya adem tebalnya pas packing aman recommended,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
seller responsif sekalii kaos kaki nyaman bgt dipake terima kasih,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
sesuai deskripsi pesanan bahan lembut nyaman dipakai sesuai harga,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
bahan bagus agak tebal spertinya ga cepet longgar halus breathable panjang pengiriman super cepat penjual sangat komunikatif smoga barang awet puas belanja di toko ini thanks,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
oke sih ini bahannya enak buat dipakai tebal tipisnya jg perfect buat sy ga ketebelan ga ketipisan,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
bahannya adem tebalnya pas jahitan rapi sudah lngganan beli d sini dan selalu repeat order recomended seeller,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
pengiriman cepat barang lumayan,unknown,5,Tokopedia,Positive,Lainnya,No,Fashion,No
bahannya adem warnanya cantik tebalnya pas jahitan rapi,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
barang bagus sesuai kualitas dan harga proses dan respon agak lambat mesti diingatkan dulu,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
produk bgs packing bgs pengiriman cpt,unknown,4,Tokopedia,Positive,Lainnya,No,Fashion,No
produknya sesuai gambar,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
pengirimannya cepat barang bagus tapi ukuran maksimal sepertinya jadi tidak muat,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
bahannya enak gak gerah dipakainya,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
beli buat ibu saya muat sampai ukuran besar waktu dikomplain ada yg cacat seller cepet respon diganti dgn yg baru terimakasih,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
puas banget kaos kakinya bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
warnanya cantik bahannya adem tebalnya pas jahitan rapi ini keren banget si harga terjangkau kualitasnya oke pelayanannya okee,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
warna sesuai ada karet di bagian belakang spy kaos kaki tdk mudah lepas,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
sesuai pesanan trmksi,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
warna kaoskaki sesuai pesanan,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
packing rapi proses pengiriman cepat,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
bagus strap nya seller jg krmnya cepat,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
kualitas nya bagus warna2 nya sesuai dengan yg di etalase pengiriman cepat banget thank you,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
pembelian yg kesekian kali disini,unknown,5,Tokopedia,Positive,Lainnya,No,Fashion,No
bgs cepat respon dan pengirimanny,unknown,4,Tokopedia,Positive,Lainnya,No,Fashion,No
barang sesuai gambar dan deskripsi namun tali nya kependekan,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
ternyata kecil hanya cocok buat anak anak kl buat dewasa kepala besar terlalu nyekek tapi warna bagus sesuai pesanan,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
ckup bagus terimakasih,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
wah alhamdulillah sampai dengan aman bubble wrap tebal banget suka sama modelnya kelihatan mevvah banget juara seller,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
bagus bngt cmn klau bisa dpercepat pengirimannya ya kak lain kali,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
alhamdulillah sudah sampai sabuknya keren cepet nyampenya pada hal baru kemaren sore pesannya,unknown,4,Tokopedia,Positive,Lainnya,No,Fashion,No
barang sudah sampai sesui dengan pesana,unknown,3,Tokopedia,Neutral,Lainnya,No,Fashion,No
barangnya sesuai dgn yg ditawarkan bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
enak dipakai jahitannya rapi,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
bahannya adem jahitannya rapi tidak menerawang enak dipakai,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
bahan bagus hanya di bagian jahitan mudah lepas,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
ukuran sesuai ringan dipakai warnanya bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
ini sudah ke berapa kalinya beli daster disini dan selalu puas thanks yaa,unknown,5,Tokopedia,Positive,Lainnya,No,Fashion,No
ringan dipakai ukuran sesuai bahan menyerap menerawang sih in mah sesuai harga lah,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
brg sudah smpai dg aman peking rapi kualitas bahan sesuai harga,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
barang sampai dengan selamat jumlahnya pas motifnya bener bener random jadi pas untuk dijadiin bingkisan bahannya tipis tapi bagus,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
harga barang bagus bnget dan sesuai harga warnanya aja cepet pudar sekali cuci aja udah langsung berubah,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
kualitas bahan bagus jahitannya rapi warnanya cantik model celananya cantik nyaman dipakai bahan menyerap keringat ukuran sesuai tidak menerawang bahannya adem bahannya lembut udh punya warna navy dan dark grey pengen lagi warna lain bagus pake banget,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
barang diterima dengan baik dan di packing rapi sesuai deskripsi ada jahitan kurang rapi di bagian kaki tp no probs,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
nyaman dipakai jamnya bagus banget warnanya cantik produk sesuai dengan foto,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
jamnya bagus banget produk sesuai dengan foto nyaman dipakai,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
bagus dengan hrg segitu cuman trnyata kecil aku kira agak gede,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
sepatunya enteng solnya empuk nyaman dipakai ukurannya sesuai desainnya sporty proses pesanan cepat warnanya cantik packaging aman,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
ukurannya lebih kecil dari pada umumnya sisanya ok,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
pelayanan ramah fast respon cuma packing nya kok mohon maaf kerdus nya lecek lecek gitu ya kurang rapih overall oke lah trims,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
desainnya cantik potongannya rapi,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
kualitas produk bagus desainnya cantik warnanya cantik,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
ada karat sedikit di bagian resletingnya sama jaitan sedikit kurang rapih di bagian dlm tapi overall bagus sih,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
sesuai pesanan cuma tempat kartu kurang lebar,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
potongannya rapi ukurannya sesuai warnanya cantik bahannya adem produk berkualitas produk sesuai dengan foto,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
mantab berkwalitaswarnanya cantik potongannya rapi ukurannya sesuai bahannya adem produk berkualitas produk sesuai dengan foto,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
ukurannya sesuai bahannya adem produk sesuai dengan foto,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
beli beda warna tp sama sis nya dikirim warna yg sama udah terlanjur dipack sama sis nya diganti ovo lho ke saya padahal sy terima barang tanggung jawab sekalii celana sesuai deskripsi,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
sudah terima packingnya rapi bahannya lembut enak dipake kurir yg selalu ramah mkshpotongannya rapi,unknown,5,Tokopedia,Positive,Rasa,No,Fashion,No
ukurannya ada yg besar ada yg kecil tapi lumayan dengan harga segitu makasih ya,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
ukurannya sesuai bahannya adem produk sesuai dengan foto warnanya cantik,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
produk sesuai dengan foto,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
kualitas produk bagus jahitan rapi potongannya rapi desainnya cantik,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
kualitas produk bagus jahitan rapi desainnya cantik cm kekurangannya kl isi banyak kartu jd sesak hehe,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
terimakasih banyak kak pengiriman cepatt,unknown,5,Tokopedia,Positive,Lainnya,No,Fashion,No
desainnya cantik warnanya cantik kualitas produk bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
barangnya udh sampe suka banget sama dompetnya bahannya jga bagus semoga aweeettt bagus bgt kualitas produk bagus desainnya cantik warnanya cantik jahitan rapi bahannya lembut,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
jahitan rapi potongannya rapi warnanya cantik,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
barang sesuai gambar paking rapih,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
ukuran sesuai tidak menerawang bahan menyerap keringat jahitannya rapi warnanya bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
trimaksih daster sudah sampai dapat grtisan dari toped jdi gak perlu komplain aneh2 nmnya grtisan yg datang emang gak sesuai sih sma gambar bagus bahannya tebel trnyata gak nerawang ringan dipakai tidak menerawang ukuran sesuai warnanya bagus bahan menyerap keringat jahitannya rapi,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
